tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0971209,movie,A Perfect Getaway,A Perfect Getaway,0,2009,\N,98,"Drama,Mystery,Thriller",6.5,71739.0
tt0465551,movie,Notes on a Scandal,Notes on a Scandal,0,2006,\N,92,"Crime,Drama,Romance",7.4,78052.0
tt0250797,movie,Unfaithful,Unfaithful,0,2002,\N,124,"Drama,Romance,Thriller",6.7,88158.0
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,\N,100,"Crime,Drama,Thriller",7.6,239656.0
tt0452594,movie,The Break-Up,The Break-Up,0,2006,\N,106,"Comedy,Drama,Romance",5.8,131546.0
tt0079945,movie,Star Trek: The Motion Picture,Star Trek: The Motion Picture,0,1979,\N,132,"Adventure,Mystery,Sci-Fi",6.4,88606.0
tt0120685,movie,Godzilla,Godzilla,0,1998,\N,139,"Action,Sci-Fi,Thriller",5.4,191652.0
tt0111507,movie,Three Colors: White,Trois couleurs: Blanc,0,1994,\N,92,"Comedy,Drama,Romance",7.6,72047.0
tt0271027,movie,Kiss of the Dragon,Kiss of the Dragon,0,2001,\N,98,"Action,Crime,Thriller",6.6,63362.0
tt0089370,movie,The Jewel of the Nile,The Jewel of the Nile,0,1985,\N,106,"Action,Adventure,Comedy",6.1,56049.0
tt0498353,movie,Hostel: Part II,Hostel: Part II,0,2007,\N,94,Horror,5.5,89557.0
tt1397280,movie,Taken 2,Taken 2,0,2012,\N,92,"Action,Crime,Thriller",6.2,303325.0
tt0165798,movie,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,0,1999,\N,116,"Crime,Drama",7.5,90084.0
tt0443465,movie,Before We Go,Before We Go,0,2014,\N,95,"Comedy,Drama,Romance",6.8,57281.0
tt1661382,movie,Grudge Match,Grudge Match,0,2013,\N,113,"Comedy,Drama,Sport",6.4,60217.0
tt0091419,movie,Little Shop of Horrors,Little Shop of Horrors,0,1986,\N,94,"Comedy,Horror,Musical",7.1,74143.0
tt0388482,movie,Transporter 2,Transporter 2,0,2005,\N,87,"Action,Crime,Thriller",6.3,200871.0
tt0117705,movie,Space Jam,Space Jam,0,1996,\N,88,"Adventure,Animation,Comedy",6.5,194256.0
tt0408306,movie,Munich,Munich,0,2005,\N,164,"Action,Drama,History",7.5,224342.0
tt0449089,movie,RV,RV,0,2006,\N,99,"Adventure,Comedy,Family",5.5,59268.0
tt1001526,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy",7.3,252268.0
tt0082096,movie,The Boat,Das Boot,0,1981,\N,149,"Drama,War",8.4,246712.0
tt0389722,movie,30 Days of Night,30 Days of Night,0,2007,\N,113,"Action,Horror,Thriller",6.6,174406.0
tt0115963,movie,The Craft,The Craft,0,1996,\N,101,"Drama,Fantasy,Horror",6.4,90269.0
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,\N,116,Comedy,6.6,234658.0
tt0337741,movie,Something's Gotta Give,Something's Gotta Give,0,2003,\N,128,"Comedy,Drama,Romance",6.7,120337.0
tt4901306,movie,Perfect Strangers,Perfetti sconosciuti,0,2016,\N,96,"Comedy,Drama",7.7,63870.0
tt1726592,movie,Before I Go to Sleep,Before I Go to Sleep,0,2014,\N,92,"Drama,Mystery,Thriller",6.3,77924.0
tt0287467,movie,Talk to Her,Hable con ella,0,2002,\N,112,"Drama,Mystery,Romance",7.9,111274.0
tt5168192,movie,"I, Daniel Blake","I, Daniel Blake",0,2016,\N,100,Drama,7.8,59021.0
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Comedy",7.3,220391.0
tt10189514,movie,Soorarai Pottru,Soorarai Pottru,0,2020,\N,153,Drama,8.7,109884.0
tt1800302,movie,Gold,Gold,0,2016,\N,120,"Crime,Drama",6.7,63009.0
tt0165929,movie,Romeo Must Die,Romeo Must Die,0,2000,\N,115,"Action,Crime,Thriller",6.1,70014.0
tt1186830,movie,Agora,Agora,0,2009,\N,127,"Adventure,Biography,Drama",7.1,69282.0
tt0423294,movie,Surf's Up,Surf's Up,0,2007,\N,85,"Adventure,Animation,Comedy",6.7,77624.0
tt1839492,movie,Ruby Sparks,Ruby Sparks,0,2012,\N,104,"Comedy,Drama,Fantasy",7.2,100144.0
tt0100507,movie,Rocky V,Rocky V,0,1990,\N,104,"Drama,Sport",5.3,135301.0
tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,\N,76,"Horror,Mystery,Thriller",8.0,62460.0
tt1034032,movie,Gamer,Gamer,0,2009,\N,95,"Action,Sci-Fi,Thriller",5.7,134111.0
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,"Drama,Thriller",7.5,269276.0
tt2719848,movie,Everest,Everest,0,2015,\N,121,"Action,Adventure,Biography",7.1,214525.0
tt0117571,movie,Scream,Scream,0,1996,\N,111,"Horror,Mystery",7.3,330962.0
tt0093773,movie,Predator,Predator,0,1987,\N,107,"Action,Adventure,Horror",7.8,399245.0
tt5074352,movie,Dangal,Dangal,0,2016,\N,161,"Action,Biography,Drama",8.3,182021.0
tt0112697,movie,Clueless,Clueless,0,1995,\N,97,"Comedy,Romance",6.9,208043.0
tt0118972,movie,The Devil's Own,The Devil's Own,0,1997,\N,111,"Action,Crime,Drama",6.2,64585.0
tt0112851,movie,Desperado,Desperado,0,1995,\N,104,"Action,Crime,Thriller",7.1,183554.0
tt0060827,movie,Persona,Persona,0,1966,\N,85,"Drama,Thriller",8.1,115329.0
tt8368406,movie,Vivarium,Vivarium,0,2019,\N,97,"Horror,Mystery,Sci-Fi",5.8,54537.0
tt0056801,movie,8½,8½,0,1963,\N,138,Drama,8.0,116288.0
tt0102057,movie,Hook,Hook,0,1991,\N,142,"Adventure,Comedy,Family",6.8,249870.0
tt0120912,movie,Men in Black II,Men in Black II,0,2002,\N,88,"Action,Adventure,Comedy",6.1,366663.0
tt1436562,movie,Rio,Rio,0,2011,\N,96,"Adventure,Animation,Comedy",6.9,222645.0
tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance",6.7,240250.0
tt2737304,movie,Bird Box,Bird Box,0,2018,\N,124,"Horror,Sci-Fi",6.6,324300.0
tt1623288,movie,ParaNorman,ParaNorman,0,2012,\N,92,"Adventure,Animation,Comedy",7.0,100894.0
tt0113409,movie,In the Mouth of Madness,In the Mouth of Madness,0,1994,\N,95,"Drama,Fantasy,Horror",7.1,67947.0
tt1568921,movie,The Secret World of Arrietty,Kari-gurashi no Arietti,0,2010,\N,94,"Adventure,Animation,Drama",7.6,90135.0
tt5580036,movie,"I, Tonya","I, Tonya",0,2017,\N,119,"Biography,Comedy,Drama",7.5,208360.0
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History",8.1,684799.0
tt0107362,movie,Last Action Hero,Last Action Hero,0,1993,\N,130,"Action,Adventure,Comedy",6.4,149201.0
tt0230030,movie,Bedazzled,Bedazzled,0,2000,\N,93,"Comedy,Fantasy",6.1,102683.0
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama",7.4,217340.0
tt0091042,movie,Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,\N,103,Comedy,7.8,347510.0
tt3263904,movie,Sully,Sully,0,2016,\N,96,"Biography,Drama",7.4,264184.0
tt6217306,movie,Apostle,Apostle,0,2018,\N,130,"Drama,Fantasy,Horror",6.3,51036.0
tt0116040,movie,Daylight,Daylight,0,1996,\N,114,"Action,Adventure,Drama",5.9,72375.0
tt1355630,movie,If I Stay,If I Stay,0,2014,\N,107,"Drama,Fantasy,Music",6.7,121843.0
tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,"Biography,Drama",8.0,107057.0
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,"Action,Crime,Drama",6.3,211520.0
tt0139809,movie,The Thirteenth Floor,The Thirteenth Floor,0,1999,\N,100,"Mystery,Sci-Fi,Thriller",7.0,71296.0
tt3799694,movie,The Nice Guys,The Nice Guys,0,2016,\N,116,"Action,Comedy,Crime",7.3,312666.0
tt4651520,movie,Bad Moms,Bad Moms,0,2016,\N,100,Comedy,6.2,122981.0
tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,"Comedy,Fantasy,Romance",4.8,71939.0
tt8936646,movie,Extraction,Extraction,0,2020,\N,116,"Action,Thriller",6.7,191659.0
tt0765010,movie,Brothers,Brothers,0,2009,\N,105,"Drama,Thriller,War",7.1,123413.0
